1. OPCODE: GU_GAME_ENTER_RES, LENGTH: 79, sha1: 899fe6bea6f11bd74ad0e86be95c149d690e072c
101. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 319ac237e75b5582e7a236e128c7bdf3994d5725
102. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f80564c75a2a9ab21ad1eff8d0c10fb8c6aea435
103. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 36a02a34e5d0e9c0aeb53a7685e30a72c1b5154c
104. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 2004c6855c46bee8c861fa94fd7fc9b443ab8641
105. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 83d58aa58e83ec714a03495199646dce166c539c
106. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 3c76df4d364e76b1f8e5d50b0ab47ecd03dfbebe
107. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 71924bf13359bf21d559cd5459a8c90dadaf6dd7
108. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: a7d6b798e30d32574e6b5d1b768822bca559a3e3
109. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 14981a63520a2fdd665b1ede24f21578bb33e2ab
110. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 9939aef6802b3094fe88dd49b1c3681464697428
111. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: afdbab56d0431703c0dcfefa108794cb5f171d99
112. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: b5e01aae5b482548feaf46170e24e392542998ce
113. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: da3a7a2e6f0537af3423477be74feb41fccde865
114. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 04146dceac04af427d7f17a64f419e63cabebf76
115. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 4e154de2023c6c36ca9d977e27db212804e953e2
116. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 411b533499331ae0c9303d4a73b2d71214088894
117. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 036b5bd26293858a7df2e60ceeac555b4accf1fc
118. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: c5d0ced5bc44cea7c1ca6fc9954c72586d173a1e
119. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 7572115d00a983d6dc7198a895fc35ccf0ac9dc8
120. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 45ecbe9b6e271c3af85d1b7e8e641ff41949bc62
121. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 761573136524317056fa2e477970fd08f8195603
122. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 745f881d7f77b184dc731295de058045cf3ab4cb
123. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 6b60520f6595284fbc06bc670c6c934fd4ebfa67
124. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 470f90d678528084b1114a058c873641c3154e17
125. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: bfbb6c2f876a6d40b7d46d8437abb8b6d0350ca2
126. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a0ea6344c78db4c65f46bf704f96363e83d3f156
127. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 84645235d91f3bd46533a6dc610a212d338bdd93
128. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 36a02a34e5d0e9c0aeb53a7685e30a72c1b5154c
129. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 2004c6855c46bee8c861fa94fd7fc9b443ab8641
130. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 66ff2bfb44907b24de8fc1cb63641aec529bbd6c
131. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 7a0f42fcedd69e1c1ef71fb04028deb33067f97b
132. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 9b2eb5c8e8d0ccc7897f626d4cf5d6debb3b6741
133. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: f784da798a775e33926978a326716ef909a25b87
134. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 81175c7eec21bcf5cf420a10255624a746ce8161
135. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 308e878f7464a6fd14ca13d7e61d4aaa9ab6ab2b
136. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 923291cf4ead8ddea7b9c20d3e9c816cf6d4a4f1
137. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: b6be47c4747d630a4909211d2ac670030490b54d
138. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: c121385df905ab84c8c1788e8d4094d6c26bff09
139. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 1f04ee5a850323e1822a99af4be510807046f6bf
140. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 31ec8aef76e628088db7472a9b99bbfcc47c308a
141. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 9d34af54e5e98640aa82b7a0b63564cf43dc2b9f
142. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8b9b15e5570abf5f1c5bead39ea5eb320622485a
143. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 0504a2162b66d06e0c2c9a6aba844643cdcdba22
144. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ab9ef215566e09b46e61613b839998b0c4f6ae8f
145. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 1507426e4c69f63338de234cd92f8e0960146385
146. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 017a1d29dfc7e3fe08019160a31703ed10e19b61
147. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 92d63e7a6d87e997c010c5b3bb7cc94ccffdda81
148. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: fe7d8ca56782e28af69b2bdaca9adc9a0000ffa0
149. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 852af4d8b1502a5cefc509a822cf20bbc21b41c8
150. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 45ecbe9b6e271c3af85d1b7e8e641ff41949bc62
151. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 761573136524317056fa2e477970fd08f8195603
152. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 745f881d7f77b184dc731295de058045cf3ab4cb
153. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 6b60520f6595284fbc06bc670c6c934fd4ebfa67
154. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 3ee30a7dc4bc5b5479c14594fda7a550a94414be
155. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 6355f4f12ff246a29fa078cea281467122024925
156. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: c072a2a228d63cfedb3737c5023e1c328678dfff
157. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: e3c59df859d05462ed363b9f9b118e7dac285f0d
158. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 4422836cd5308ccc3ae7f98799c4d9e3a3b541ad
159. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 87ecd0f41540393888eced70de300cca4a4d1df4
160. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: f2f327f60e887c4e22b17e45680f3ad68181b088
161. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 9825a7e2386009106003e4543aa363b9c1e6ff8e
162. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8dac6042ef76713796bde810d5063263710836c4
163. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 1b6e0fee5bf5efefe883eb198b790a152ec053d4
164. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8f5c8739e11299799e47eb5fc17142e9d4171f5c
165. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: bf31692e030c2d14afb59a745b0112cf6d896646
166. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: f7f91b930ec3a7d2cac0a8b8d104831985af76e2
167. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 3b01d315aaaf1274ebb60f84739ad473d65ac7f4
168. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 1fdc90376ef3b0deed01bd949419792477d043db
169. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: e1cf9625a59c49898e3c2393bdd3a2ed028725da
170. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 79c2829fc3ca4c6344ff60c868f2d063461ac97e
171. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 0f04fb9367b66365dc055b7ce4885257eb7f31a1
172. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 9f14e7e856756fa5e23108268f1528e1d8add657
173. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 75c369772c4e1cb7091ac64d1a9e42df3970f8dd
174. OPCODE: GU_AVATAR_ZONE_INFO, LENGTH: 7, sha1: e2192f5e910066fd59322e6c3ff580fd569224da
175. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f8e5cefe92d7c445d691c7d4cddcc2f0248b645a
176. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 3f9ece3279438cbd2df48736c3f364e57db3ec15
177. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 22a014a180ef180aaddc1c9488d2c8d8400ce528
178. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 4805751bd77a678082349fdbcf62a5dede5e0f89
179. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 4e154de2023c6c36ca9d977e27db212804e953e2
180. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 411b533499331ae0c9303d4a73b2d71214088894
181. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 036b5bd26293858a7df2e60ceeac555b4accf1fc
182. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: c5d0ced5bc44cea7c1ca6fc9954c72586d173a1e
183. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 7572115d00a983d6dc7198a895fc35ccf0ac9dc8
184. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: b069bbbfbe437dc43b72f532b94e97d18dddf9a7
185. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 526969afb1f8be8060b516bdb06011a3ac5b5be4
186. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 1936d7deabd0149fda6fe16adb8836fa0ee7ceae
187. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: d1bfcf29d0c8c67d0764747eef02be9fd7233903
188. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: d0cc7573fd5dd9c1e1c215a5da58a290270ac8fa
189. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7b626276b1bc0459034dfef2c68210ec489912a5
190. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: b03c5d1301f80f9f0bc6cab127221eb9df1b5e8e
191. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4eacdadb67910d55d7e85ebf6f8e23936a799878
192. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: b5a428e3c88adc34ffc12bba730761cf6eedb9fe
193. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c000c3eed9eb192af155a052ad3b718017411ed3
194. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: b49073b6b68bf6264ffa2f3884a59d5ef8e866c2
195. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 6a28c30dc9f4055fab5fafaa678165e0a5feb5ca
196. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: efd958c92464dc396f7d326836f33400c120648c
197. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: fc3135ae5630a480bff2ce4605ff60e1bee67d59
198. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: d76cf50dbd9e904ad291f470487a130615d49952
199. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 9b2c24657ae6eae593d662d628bfdd1a2defdf1c
200. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 419ef9808d3323303b4070ce09cd182c61cefa49
201. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 2106cf2df33ebb6d47906c9688f5510264f8e4ed
202. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 5184a72fb4ad21bc0054efe69a7d65bd17ba972d
203. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 90ca653c2a6f57e7ec5055ed516f987bf89e26ab
204. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c05ac3d50c130677ea4399681b21497102136835
205. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 44795a2180e34116000b7f12fecd6576018bbcf2
206. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 5144428966b7ab81ec1e8df0185b83ba79980134
207. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 9f9261e36b5ebc26d8d7dae98d31886a577ff319
208. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: f6a925c70fa29b33574e04009ce31244763632dc
209. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 73274f9d142455e0d7f301b1428cb4e4cc2465cb
210. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: e2cc8564021cf868cbb0ceafe6a40810e3eb715c
211. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 281a8fc805ad729bd44888ac10ee856980cf4663
212. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: a090ce767eb474ad98c4791e46ffa3c532d4fcd3
213. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 0270623babcb0b5e789e96cc5f6d5a5c10c110de
214. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 647cb1fbde295b25fea6104ecefc7905df9e8cae
215. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: b68368824c80251137133b4145bca122fa1b5a68
216. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 61f9b9f1670f01ff571383b2566adaaaede60594
217. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 85fbf28fefb1da6cf6f6e93178842f67acba1c50
218. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a6470d3c6c15f0d7844efa319a6b7da7e0e381d0
219. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: eba0bb0d752e51ebeddaa1f23cb4e162a36ead98
220. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 61ba003333fad81ab34bdc360f4f0d9e41f6959c
221. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ca44f8a09ecfa8249e080e9754fc95c11602cee2
222. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f33c217e929e7e03d46e0c71f76d0d6f04cbe7d8
223. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 496e6f1b1285932d9d129191e28be2450f11525c
224. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 51fd854bce356f0cc1805c2d73c910daa4d0486b
225. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ad625a3dd8137a6915df41cb5b212394d0c4cc5b
226. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 2098e9de7a28f5e882ac35c50ee2f4b9f4b5e350
227. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 704556f8bc4f6a1a4356d9fd418bbf428f5ec828
228. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 509e58cf35638376dee85a1b88d455fc014151cd
229. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: fc8b9fc46836f019c27b5594b3285f3062978008
230. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 650dc343bd0cc988fcb8a066839aab6fa226a146
231. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c321855397b88bbe39f94742985af971e9e543c5
232. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 9fd1d1cfc4940d91fbbd6ee78857f22be65c4c66
233. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b2e674163dac8405acb9fee3fef286bd8c3c28fd
234. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: a42b5eb83fcb8d21ed0998dda31e933f6fad1213
235. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4646a5cdc015cd87743d27b333644ec154f93520
236. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 1229b425c13714374369ea16c17502673b79cd67
237. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: f63a02c5365e448da6ffbc3d64bda5f8ea5db517
238. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c3890290e60ea1217f5dc97b773b9d09b8f546aa
239. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 2c6d48ae6db20172817f7bf6b3c23833d6ce2c3a
240. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c180c50662461bc2826edcabc7994d037ab68dfe
241. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 3c71fb40840a70e7b303c10b76c1c4c36f106939
242. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7187804d5c80f729b05670f76faf9bd61bb0a771
243. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: c997b3fa679242c70f748acf6c7922306c00a87c
244. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: f86aa8cda6384fd7c30463dd6e14a7db68f4c98e
245. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 88ea84fc09d976e4dacfc491e9669538435239db
246. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 85a674cc372c3ff5de8fc970724965881cdeba53
247. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 2564bd24861a93c34cc95263b61430aeb2b51c66
248. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 857c5b37f5a565360ffa38f6289d243ac5e6241d
249. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 65290a96147a9b14f1b3832140b9d3ff3869a922
250. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 00999e31c840f20e7f0d6e4e4ced72f270cdf758
251. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4e3530d8ebbd18f7b5139e10a92c94551a4cfbcb
252. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 218580064959a3781734f9604f9e1cdb3baaa4cb
253. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 46419bf20b69730c7dda6f908839ef78692a2f08
254. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: dda23382f24902257e3c14d466768e53165bb6de
255. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: ae4dc9288acc506e77c2e237fa2017a1dd005d2e
256. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 592cd68013f1a1114f9bef6b78cf2a9e94b20f89
257. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e355667186917e84b4eaee1e8109f1c4b7b8fa14
258. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 30f7b3eda5319518d25b13bc063e21848236af24
259. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 11deb6d4fe70af3b9163e0212412767069158c90
260. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 48a074139141de4fb6dadef97cd635004c137add
261. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 856a761b2dea91e4405f98d4318424511a6e5c85
262. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: cf3ecffd60784df00530d5aaf23d2b5375f491b3
263. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: b2789905fb2af176e024b6db7cfbf87cd1c37aea
264. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 136606688c325dd83ec0f1c4d9822acf3cbcc620
265. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: af0118a05254bf62267972f564ab0e8070321f50
266. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: bef95fe61356b49cc14916b05ed622ec74d9b486
267. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 83a6b660553c0a717b8c9221cd2bfa160c707534
268. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e0529ffc2894cc181b3084988928deb378fe78b2
269. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: afac60244870b8d5465e7cc90f1afe2d9c0e9a5f
270. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 45168fa1dc187660bfe4cf88f59cd36387ca6dff
271. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c2ad855b57f495dece47c4e8fa250d4aafa520a9
272. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: b88c9509f2970cbde7bc6fea1a637b1fb5fdcd54
273. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 600136b64208a54d630b075bdb4035ac8ecd5c09
274. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 80921a68f93341ac13d2043d10b1ba9c222ee4ab
275. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 05e239f142fe00bb7fc08c2964958d03ebf6ba1d
276. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e1e955cb96cb1270b3e573d7f8fc6d27990c7c06
277. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 91bd5c597702bbd944748d1d901c73d7f64079a7
278. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b6b308965a124f162eae1c7b45a4ca3be498d1df
279. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 49e6209c88633aa1bbd0ce89718c14f148836b13
280. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: fd1eb9de142b8e28c6c8626f11fe6385879d62fa
281. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: ab89a96d6058d255031f8d5f3e47c3ef507c00f3
282. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 70bb2c620706e49ba5196e2d7a5d021053f92253
283. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: ae16b369a68d020e3ce80a9ae137531ac51bfc9b
284. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 212ec11ccc610e2d09e524e6be0b33c61db54bd2
285. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: e572bb434a5be24e6ca35e070c31000d4207ac2c
286. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: b0587c728bbc847e52cde713b05c020c37429402
287. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: f6733f6e574f1e0a52d55c6d3cd3e017dfbed7c1
288. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 64ac554fea990609537983e298080a54845eb149
289. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 436b134ee6426f7741fff28dd825e42c2502a374
290. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 6f6b4282484059d4c3a2642c71c5e97f901272fb
291. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: c11d84e0833788427e775501fc291ada0bab5100
292. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: cb5d432734e3ec1cb9c99b3a9aceb18181287473
293. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 66732aac592fabc55efd6dfaac6b6e926b229087
294. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 89d43ddca4a2ed75d4db3652aded2c7472dc0fb0
295. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 18a861503ee83faefd35296a4ec0ecd2f200924e
296. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 72d3a6b98a589d385aaaf93cf33c22d1d4e619fd
297. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e4f875ae3b41a1fb437d5a4bd038ee9395dddbe5
298. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 848593412c20722186d7670bd467eadb14d7d444
299. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c9cdb4bb4b7dd2ca7c42d9eb4fc1ac518dd73c6d
300. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 324c0ca14a11bd0af8c0b4ae6db1b08c224396a4
301. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f0e44f30790d549cf7f4dd182cde71468118768e
302. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 204232dab796d5a41ae5131769569053f2bd4d7b
303. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b0024fe58f6a61e81178af189c6439b2438cb86d
304. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 18de56c2989b5de40ea4c105d51f137e47b58758
305. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f9f34a9075076606451ca197ddcc53dc39d645a7
306. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 835fd027984cbb1c6e4571251b6fdc925f35cacf
307. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 825732d732ccd4b6f34893c167c081ef273f19ba
308. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b8a290bbdb7a97519c45c308af3d4366da53db81
309. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: e069b2d8325297c656249c2bad9a8b8287a15665
310. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: dfd426abc76840cce134cbe18a3bc802c80539e1
311. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d6904a2762ab786777b8f305167c27d82179f7f9
